identifier,title
SE.SEC.ENRR.UP.MA,Gross enrolment ratio. Upper secondary. All programmes. Male
SE.SEC.NENR,"School enrollment, secondary (% net)"
SE.SEC.NENR.FE,"School enrollment, secondary, female (% net)"
SE.SEC.NENR.MA,"School enrollment, secondary, male (% net)"
SE.SEC.PRIV.ZS,"School enrollment, secondary, private (% of total secondary)"
SE.SEC.PROG.FE.ZS,"Progression to secondary school, female (%)"
SE.SEC.PROG.MA.ZS,"Progression to secondary school, male (%)"
SE.SEC.PROG.ZS,Progression to secondary school (%)
SE.SEC.REPT.FE.ZS,"Repeaters, secondary, female (% of female enrollment)"
SE.SEC.REPT.MA.ZS,"Repeaters, secondary, male (% of male enrollment)"
SE.SEC.REPT.ZS,"Repeaters, secondary, total (% of total enrollment)"
SE.SEC.TCAQ.FE.ZS,"Secondary education, teachers (% trained), female"
SE.SEC.TCAQ.MA.ZS,"Secondary education, teachers (% trained), male"
SE.SEC.TCAQ.ZS,"Secondary education, teachers (% trained)"
SE.SEC.TCHR,"Secondary education, teachers"
SE.SEC.TCHR.FE,"Secondary education, teachers, female"
SE.SEC.TCHR.FE.ZS,"Secondary education, teachers (% female)"
SE.SEC.TCHR.MA,Teaching staff in total secondary. Public and private. Full and part-time. All programmes. Male
SE.TER.CMPL.FE.ZS,"Gross tertiary graduation ratio (first degree), female"
SE.TER.CMPL.MA.ZS,"Gross tertiary graduation ratio (first degree), male"
SE.TER.CMPL.ZS,"Gross tertiary graduation ratio (first degree), total"
SE.TER.ENRL,"Student enrollment, tertiary, total"
SE.TER.ENRL.FE,"Student enrollment, tertiary, female"
SE.TER.ENRL.FE.ZS,"Girls enrollment share (%), tertiary"
SE.TER.ENRR,"School enrollment, tertiary (% gross)"
SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)"
SE.TER.ENRR.MA,"School enrollment, tertiary, male (% gross)"
SE.TER.GRAD,"Graduates, tertiary, total"
SE.TER.GRAD.AG.FE.ZS,"Graduates in agriculture, female (% of total female graduates, tertiary)"
SE.TER.GRAD.AG.ZS,"Graduates in agriculture (% of total graduates, tertiary)"
SE.TER.GRAD.ED.FE.ZS,"Graduates in education, female (% of total female graduates, tertiary)"
SE.TER.GRAD.ED.ZS,"Graduates in education (% of total graduates, tertiary)"
SE.TER.GRAD.EN.FE.ZS,"Graduates in engineering, manufacturing and construction, female (% of total female graduates, tertiary)"
SE.TER.GRAD.EN.ZS,"Graduates in engineering, manufacturing and construction (% of total graduates, tertiary)"
SE.TER.GRAD.FE,"Graduates, tertiary, female"
SE.TER.GRAD.FE.AG.ZS,"Female share of graduates in agriculture (%, tertiary)"
SE.TER.GRAD.FE.ED.ZS,"Female share of graduates in education (%, tertiary)"
SE.TER.GRAD.FE.EN.ZS,"Female share of graduates in engineering, manufacturing and construction (%, tertiary)"
SE.TER.GRAD.FE.HL.ZS,"Female share of graduates in health (%, tertiary)"
SE.TER.GRAD.FE.HU.ZS,"Female share of graduates in humanities and arts (%, tertiary)"
SE.TER.GRAD.FE.OT.ZS,"Female share of graduates in unknown or unspecified fields (%, tertiary)"
SE.TER.GRAD.FE.SC.ZS,"Female share of graduates in science (%, tertiary)"
SE.TER.GRAD.FE.SS.ZS,"Female share of graduates in social science, business and law (%, tertiary)"
SE.TER.GRAD.FE.SV.ZS,"Female share of graduates in services (%, tertiary)"
SE.TER.GRAD.FE.ZS,"Girls graduates share (%), tertiary"
SE.TER.GRAD.HL.FE.ZS,"Graduates in health, female (% of total female graduates, tertiary)"
SE.TER.GRAD.HL.ZS,"Graduates in health (% of total graduates, tertiary)"
SE.TER.GRAD.HU.FE.ZS,"Graduates in humanities and arts, female (% of total female graduates, tertiary)"
SE.TER.GRAD.HU.ZS,"Graduates in humanities and arts (% of total graduates, tertiary)"
SE.TER.GRAD.OT.FE.ZS,"Graduates in unknown or unspecified fields, female (% of total female graduates, tertiary)"
SE.TER.GRAD.OT.ZS,"Graduates in unknown or unspecified fields (% of total graduates, tertiary)"
SE.TER.GRAD.SC.FE.ZS,"Graduates in science, female (% of total female graduates, tertiary)"
SE.TER.GRAD.SC.ZS,"Graduates in science (% of total graduates, tertiary)"
SE.TER.GRAD.SS.FE.ZS,"Graduates in social science, business, law, female (% of total female graduates, tertiary)"
SE.TER.GRAD.SS.ZS,"Graduates in social science, business, law (% of total graduates, tertiary)"
SE.TER.GRAD.SV.FE.ZS,"Graduates in services, female (% of total female graduates, tertiary)"
SE.TER.GRAD.SV.ZS,"Graduates in services (% of total graduates, tertiary)"
SE.TER.PRIV.ZS,"Private enrollment share (%), tertiary"
SE.TER.TCHR,"Tertiary education, teachers"
SE.TER.TCHR.FE,Teaching staff in total tertiary. Public and private. Full and part-time. All programmes. Female
SE.TER.TCHR.FE.ZS,"Tertiary education, teachers (% female)"
SE.TOT.ENRR,Gross enrolment ratio. All levels combined (except pre-primary). Total
SE.XPD.CUR.PRIM.ZS,"Public current education expenditure, primary (% of current education expenditure)"
SE.XPD.CUR.SECO.ZS,"Public current education expenditure, secondary (% of current education expenditure)"
SE.XPD.CUR.TERT.ZS,"Public current education expenditure, tertiary (% of current education expenditure)"
SE.XPD.CUR.TOTL.ZS,Public current education expenditure (% of total education expenditure)
SE.XPD.PRIM.PC.ZS,"Expenditure per student, primary (% of GDP per capita)"
SE.XPD.PRIM.ZS,Share of public expenditure for primary education (% of public education expenditure)
SE.XPD.PTCH.ZS,"Spending on teaching materials, primary (% of primary expenditure)"
SE.XPD.SECO.PC.ZS,"Expenditure per student, secondary (% of GDP per capita)"
SE.XPD.SECO.ZS,Share of public expenditure for secondary education (% of public education expenditure)
SE.XPD.TERT.PC.ZS,"Expenditure per student, tertiary (% of GDP per capita)"
SE.XPD.TERT.ZS,Share of expenditure for tertiary education (% of total education expenditure)
SE.XPD.TOTL.GB.ZS,"Public spending on education, total (% of government expenditure)"
SE.XPD.TOTL.GD.ZS,"Public spending on education, total (% of GDP)"
SE.XPD.TOTL.GN.ZS,"Public education expenditure, % of GNI"
SE.XPD.TOTL.PC.ZS,"Public education expenditure per student (% of p.c. GDP), all levels"
SG.GEN.LSOM.ZS,"Female legislators, senior officials and managers (% of total)"
SG.GEN.MNST.ZS,Proportion of women in ministerial level positions (%)
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%)
SG.VAW.ARGU.ZS,Women who believe a husband is justified in beating his wife when she argues with him (%)
SG.VAW.BURN.ZS,Women who believe a husband is justified in beating his wife when she burns the food (%)
SG.VAW.GOES.ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%)
SG.VAW.NEGL.ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%)
SG.VAW.REFU.ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%)
SH.ACS.ALON.Q1.ZS,Problems in accessing health care (not wanting to go alone) (% of women): Q1 (lowest)
SH.ACS.ALON.Q2.ZS,Problems in accessing health care (not wanting to go alone) (% of women): Q2
SH.ACS.ALON.Q3.ZS,Problems in accessing health care (not wanting to go alone) (% of women): Q3
SH.ACS.ALON.Q4.ZS,Problems in accessing health care (not wanting to go alone) (% of women): Q4
SH.ACS.ALON.Q5.ZS,Problems in accessing health care (not wanting to go alone) (% of women): Q5 (highest)
SH.ACS.DIST.Q1.ZS,Problems in accessing health care (distance to health facility) (% of women): Q1 (lowest)
SH.ACS.DIST.Q2.ZS,Problems in accessing health care (distance to health facility) (% of women): Q2
SH.ACS.DIST.Q3.ZS,Problems in accessing health care (distance to health facility) (% of women): Q3
SH.ACS.DIST.Q4.ZS,Problems in accessing health care (distance to health facility) (% of women): Q4
SH.ACS.DIST.Q5.ZS,Problems in accessing health care (distance to health facility) (% of women): Q5 (highest)
SH.ACS.MONY.Q1.ZS,Problems in accessing health care (getting money for treatment) (% of women): Q1 (lowest)
SH.ACS.MONY.Q2.ZS,Problems in accessing health care (getting money for treatment) (% of women): Q2
SH.ACS.MONY.Q3.ZS,Problems in accessing health care (getting money for treatment) (% of women): Q3
SH.ACS.MONY.Q4.ZS,Problems in accessing health care (getting money for treatment) (% of women): Q4
SH.ACS.MONY.Q5.ZS,Problems in accessing health care (getting money for treatment) (% of women): Q5 (highest)
SH.ACS.NOFP.Q1.ZS,Problems in accessing health care (concern there may not be a female provider) (% of women): Q1 (lowest)
SH.ACS.NOFP.Q2.ZS,Problems in accessing health care (concern there may not be a female provider) (% of women): Q2
SH.ACS.NOFP.Q3.ZS,Problems in accessing health care (concern there may not be a female provider) (% of women): Q3
SH.ACS.NOFP.Q4.ZS,Problems in accessing health care (concern there may not be a female provider) (% of women): Q4
SH.ACS.NOFP.Q5.ZS,Problems in accessing health care (concern there may not be a female provider) (% of women): Q5 (highest)
SH.ACS.PERM.Q1.ZS,Problems in accessing health care (getting permission to go for treatment) (% of women): Q1 (lowest)
SH.ACS.PERM.Q2.ZS,Problems in accessing health care (getting permission to go for treatment) (% of women): Q2
SH.ACS.PERM.Q3.ZS,Problems in accessing health care (getting permission to go for treatment) (% of women): Q3
SH.ACS.PERM.Q4.ZS,Problems in accessing health care (getting permission to go for treatment) (% of women): Q4
SH.ACS.PERM.Q5.ZS,Problems in accessing health care (getting permission to go for treatment) (% of women): Q5 (highest)
SH.ACS.PROB.Q1.ZS,Problems in accessing health care (any of the specified problems) (% of women): Q1 (lowest)
SH.ACS.PROB.Q2.ZS,Problems in accessing health care (any of the specified problems) (% of women): Q2
SH.ACS.PROB.Q3.ZS,Problems in accessing health care (any of the specified problems) (% of women): Q3
SH.ACS.PROB.Q4.ZS,Problems in accessing health care (any of the specified problems) (% of women): Q4
SH.ACS.PROB.Q5.ZS,Problems in accessing health care (any of the specified problems) (% of women): Q5 (highest)
SH.ACS.TRAN.Q1.ZS,Problems in accessing health care (having to take transport) (% of women): Q1 (lowest)
SH.ACS.TRAN.Q2.ZS,Problems in accessing health care (having to take transport) (% of women): Q2
SH.ACS.TRAN.Q3.ZS,Problems in accessing health care (having to take transport) (% of women): Q3
SH.ACS.TRAN.Q4.ZS,Problems in accessing health care (having to take transport) (% of women): Q4
SH.ACS.TRAN.Q5.ZS,Problems in accessing health care (having to take transport) (% of women): Q5 (highest)
SH.ACS.WHER.Q1.ZS,Problems in accessing health care (knowing where to go for treatment) (% of women): Q1 (lowest)
SH.ACS.WHER.Q2.ZS,Problems in accessing health care (knowing where to go for treatment) (% of women): Q2
SH.ACS.WHER.Q3.ZS,Problems in accessing health care (knowing where to go for treatment) (% of women): Q3
SH.ACS.WHER.Q4.ZS,Problems in accessing health care (knowing where to go for treatment) (% of women): Q4
SH.ACS.WHER.Q5.ZS,Problems in accessing health care (knowing where to go for treatment) (% of women): Q5 (highest)
SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)"
SH.CON.1524.MA.ZS,"Condom use, population ages 15-24, male (% of males ages 15-24)"
SH.CON.AIDS.FE.ZS,"Condom use with non regular partner, % adults(15-49), female"
SH.CON.AIDS.MA.ZS,"Condom use with non regular partner, % adults(15-49), male"
SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)"
SH.DTH.IMRT,Number of infant deaths
SH.DTH.INJR.ZS,"Cause of death, by injury (% of total)"
SH.DTH.MORT,Number of under-five deaths
SH.DTH.NCOM.ZS,"Cause of death, by non-communicable diseases (% of total)"
SH.DTH.NMRT,Number of neonatal deaths
SH.DYN.AIDS,Adults (ages 15+) living with HIV
SH.DYN.AIDS.DH,AIDS estimated deaths (UNAIDS estimates)
SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%)
SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)"
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)"
SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000)"
SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000)"
SH.DYN.MORT.Q1,"Under-5 mortality rate (per 1,000 live births): Q1 (lowest)"
SH.DYN.MORT.Q2,"Under-5 mortality rate (per 1,000 live births): Q2"
SH.DYN.MORT.Q3,"Under-5 mortality rate (per 1,000 live births): Q3"
SH.DYN.MORT.Q4,"Under-5 mortality rate (per 1,000 live births): Q4"
SH.DYN.MORT.Q5,"Under-5 mortality rate (per 1,000 live births): Q5 (highest)"
SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)"
SH.FPL.FBRT.Q1.ZS,Median age at first birth (women ages 25-49): Q1 (lowest)
SH.FPL.FBRT.Q2.ZS,Median age at first birth (women ages 25-49): Q2
SH.FPL.FBRT.Q3.ZS,Median age at first birth (women ages 25-49): Q3
SH.FPL.FBRT.Q4.ZS,Median age at first birth (women ages 25-49): Q4
SH.FPL.FBRT.Q5.ZS,Median age at first birth (women ages 25-49): Q5 (highest)
SH.FPL.FMAR.Q1.ZS,Median age at first marriage (women ages 25-49): Q1 (lowest)
SH.FPL.FMAR.Q2.ZS,Median age at first marriage (women ages 25-49): Q2
SH.FPL.FMAR.Q3.ZS,Median age at first marriage (women ages 25-49): Q3
SH.FPL.FMAR.Q4.ZS,Median age at first marriage (women ages 25-49): Q4
SH.FPL.FMAR.Q5.ZS,Median age at first marriage (women ages 25-49): Q5 (highest)
SH.FPL.FSEX.Q1.ZS,Median age at first sexual intercourse (women ages 25-49): Q1 (lowest)
SH.FPL.FSEX.Q2.ZS,Median age at first sexual intercourse (women ages 25-49): Q2
SH.FPL.FSEX.Q3.ZS,Median age at first sexual intercourse (women ages 25-49): Q3
SH.FPL.FSEX.Q4.ZS,Median age at first sexual intercourse (women ages 25-49): Q4
SH.FPL.FSEX.Q5.ZS,Median age at first sexual intercourse (women ages 25-49): Q5 (highest)
SH.FPL.HEAR.Q1.ZS,Heard family planning on radio and television (% of women): Q1 (lowest)
SH.FPL.HEAR.Q2.ZS,Heard family planning on radio and television (% of women): Q2
SH.FPL.HEAR.Q3.ZS,Heard family planning on radio and television (% of women): Q3
SH.FPL.HEAR.Q4.ZS,Heard family planning on radio and television (% of women): Q4
SH.FPL.HEAR.Q5.ZS,Heard family planning on radio and television (% of women): Q5 (highest)
SH.FPL.IDLC.Q1,Mean ideal number of children (per woman): Q1 (lowest)
SH.FPL.IDLC.Q2,Mean ideal number of children (per woman): Q2
SH.FPL.IDLC.Q3,Mean ideal number of children (per woman): Q3
SH.FPL.IDLC.Q4,Mean ideal number of children (per woman): Q4
SH.FPL.IDLC.Q5,Mean ideal number of children (per woman): Q5 (highest)
SH.FPL.KNOW.Q1.ZS,Knowledge of contraception (any method) (% of married women): Q1 (lowest)
SH.FPL.KNOW.Q2.ZS,Knowledge of contraception (any method) (% of married women): Q2
SH.FPL.KNOW.Q3.ZS,Knowledge of contraception (any method) (% of married women): Q3
SH.FPL.KNOW.Q4.ZS,Knowledge of contraception (any method) (% of married women): Q4
SH.FPL.KNOW.Q5.ZS,Knowledge of contraception (any method) (% of married women): Q5 (highest)
SH.FPL.KWMD.Q1.ZS,Knowledge of contraception (modern method) (% of married women): Q1 (lowest)
SH.FPL.KWMD.Q2.ZS,Knowledge of contraception (modern method) (% of married women): Q2
SH.FPL.KWMD.Q3.ZS,Knowledge of contraception (modern method) (% of married women): Q3
SH.FPL.KWMD.Q4.ZS,Knowledge of contraception (modern method) (% of married women): Q4
SH.FPL.KWMD.Q5.ZS,Knowledge of contraception (modern method) (% of married women): Q5 (highest)
SH.FPL.LIMT.Q1.ZS,Desire to stop (limit) childbearing (% of married women): Q1 (lowest)
SH.FPL.LIMT.Q2.ZS,Desire to stop (limit) childbearing (% of married women): Q2
SH.FPL.LIMT.Q3.ZS,Desire to stop (limit) childbearing (% of married women): Q3
SH.FPL.LIMT.Q4.ZS,Desire to stop (limit) childbearing (% of married women): Q4
SH.FPL.LIMT.Q5.ZS,Desire to stop (limit) childbearing (% of married women): Q5 (highest)
SH.FPL.MBRI.Q1,Median birth interval (months): Q1 (lowest)
SH.FPL.MBRI.Q2,Median birth interval (months): Q2
SH.FPL.MBRI.Q3,Median birth interval (months): Q3
SH.FPL.MBRI.Q4,Median birth interval (months): Q4
SH.FPL.MBRI.Q5,Median birth interval (months): Q5 (highest)
SH.FPL.MSTM.Q1.ZS,Fertility planning status (wanted later) (% of births): Q1 (lowest)
SH.FPL.MSTM.Q2.ZS,Fertility planning status (wanted later) (% of births): Q2
SH.FPL.MSTM.Q3.ZS,Fertility planning status (wanted later) (% of births): Q3
SH.FPL.MSTM.Q4.ZS,Fertility planning status (wanted later) (% of births): Q4
SH.FPL.MSTM.Q5.ZS,Fertility planning status (wanted later) (% of births): Q5 (highest)
SH.FPL.READ.Q1.ZS,Family planning messages in print (% of women): Q1 (lowest)
SH.FPL.READ.Q2.ZS,Family planning messages in print (% of women): Q2
SH.FPL.READ.Q3.ZS,Family planning messages in print (% of women): Q3
SH.FPL.READ.Q4.ZS,Family planning messages in print (% of women): Q4
SH.FPL.READ.Q5.ZS,Family planning messages in print (% of women): Q5 (highest)
SH.FPL.SATI.ZS,Met need for contraception (% of married women ages 15-49)
SH.FPL.UWTD.Q1.ZS,Fertility planning status (wanted no more) (% of births): Q1 (lowest)
SH.FPL.UWTD.Q2.ZS,Fertility planning status (wanted no more) (% of births): Q2
SH.FPL.UWTD.Q3.ZS,Fertility planning status (wanted no more) (% of births): Q3
SH.FPL.UWTD.Q4.ZS,Fertility planning status (wanted no more) (% of births): Q4
SH.FPL.UWTD.Q5.ZS,Fertility planning status (wanted no more) (% of births): Q5 (highest)
SH.FPL.WNTD.Q1.ZS,Fertility planning status (wanted then) (% of births): Q1 (lowest)
SH.FPL.WNTD.Q2.ZS,Fertility planning status (wanted then) (% of births): Q2
SH.FPL.WNTD.Q3.ZS,Fertility planning status (wanted then) (% of births): Q3
SH.FPL.WNTD.Q4.ZS,Fertility planning status (wanted then) (% of births): Q4
SH.FPL.WNTD.Q5.ZS,Fertility planning status (wanted then) (% of births): Q5 (highest)
SH.H2O.SAFE.RU.ZS,"Improved water source, rural (% of rural population with access)"
SH.H2O.SAFE.UR.ZS,"Improved water source, urban (% of urban population with access)"
SH.H2O.SAFE.ZS,Improved water source (% of population with access)
SH.HIV.0014,Children (0-14) living with HIV
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)"
SH.HIV.1524.KW.FE.ZS,"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)"
SH.HIV.1524.KW.MA.ZS,"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)"
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)"
SH.HIV.ARTC.ZS,Antiretroviral therapy coverage (% of people with advanced HIV infection)
SH.HIV.KNOW.FE.ZS,% of females ages 15-49 having comprehensive correct knowledge about HIV (2 prevent ways and reject 3 misconceptions)
SH.HIV.KNOW.MA.ZS,% of males ages 15-49 having comprehensive correct knowledge about HIV (2 prevent ways and reject 3 misconceptions)
SH.HIV.ORPH,Children orphaned by HIV/AIDS
SH.HIV.TOTL,Adults (ages 15+) and children (0-14 years) living with HIV
SH.IMM.ALLV.Q1.ZS,Vaccinations (all vaccinations) (% of children ages 12-23 months): Q1 (lowest)
SH.IMM.ALLV.Q2.ZS,Vaccinations (all vaccinations) (% of children ages 12-23 months): Q2
SH.IMM.ALLV.Q3.ZS,Vaccinations (all vaccinations) (% of children ages 12-23 months): Q3
SH.IMM.ALLV.Q4.ZS,Vaccinations (all vaccinations) (% of children ages 12-23 months): Q4
SH.IMM.ALLV.Q5.ZS,Vaccinations (all vaccinations) (% of children ages 12-23 months): Q5 (highest)
SH.IMM.HEPB,"Immunization, HepB3 (% of one-year-old children)"
SH.IMM.HIB3,"Immunization, Hib3 (% of children ages 12-23 months)"
SH.IMM.IBCG,"Immunization, BCG (% of one-year-old children)"
SH.IMM.IBCG.Q1.ZS,Vaccinations (BCG) (% of children ages 12-23 months): Q1 (lowest)
SH.IMM.IBCG.Q2.ZS,Vaccinations (BCG) (% of children ages 12-23 months): Q2
SH.IMM.IBCG.Q3.ZS,Vaccinations (BCG) (% of children ages 12-23 months): Q3
SH.IMM.IBCG.Q4.ZS,Vaccinations (BCG) (% of children ages 12-23 months): Q4
SH.IMM.IBCG.Q5.ZS,Vaccinations (BCG) (% of children ages 12-23 months): Q5 (highest)
SH.IMM.IDPT,"Immunization, DPT (% of children ages 12-23 months)"
SH.IMM.IDPT.Q1.ZS,Vaccinations (DPT 3) (% of children ages 12-23 months): Q1 (lowest)
SH.IMM.IDPT.Q2.ZS,Vaccinations (DPT 3) (% of children ages 12-23 months): Q2
SH.IMM.IDPT.Q3.ZS,Vaccinations (DPT 3) (% of children ages 12-23 months): Q3
SH.IMM.IDPT.Q4.ZS,Vaccinations (DPT 3) (% of children ages 12-23 months): Q4
SH.IMM.IDPT.Q5.ZS,Vaccinations (DPT 3) (% of children ages 12-23 months): Q5 (highest)
SH.IMM.MEAS,"Immunization, measles (% of children ages 12-23 months)"
SH.IMM.MEAS.Q1.ZS,Vaccinations (Measles) (% of children ages 12-23 months): Q1 (lowest)
SH.IMM.MEAS.Q2.ZS,Vaccinations (Measles) (% of children ages 12-23 months): Q2
SH.IMM.MEAS.Q3.ZS,Vaccinations (Measles) (% of children ages 12-23 months): Q3
SH.IMM.MEAS.Q4.ZS,Vaccinations (Measles) (% of children ages 12-23 months): Q4
SH.IMM.MEAS.Q5.ZS,Vaccinations (Measles) (% of children ages 12-23 months): Q5 (highest)
SH.IMM.NONE.Q1.ZS,Vaccinations (no vaccinations) (% of children ages 12-23 months): Q1 (lowest)
SH.IMM.NONE.Q2.ZS,Vaccinations (no vaccinations) (% of children ages 12-23 months): Q2
SH.IMM.NONE.Q3.ZS,Vaccinations (no vaccinations) (% of children ages 12-23 months): Q3
SH.IMM.NONE.Q4.ZS,Vaccinations (no vaccinations) (% of children ages 12-23 months): Q4
SH.IMM.NONE.Q5.ZS,Vaccinations (no vaccinations) (% of children ages 12-23 months): Q5 (highest)
SH.IMM.POL3,"Immunization, Pol3 (% of one-year-old children)"
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)"
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)"
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)"
SH.MLR.NETA.Q1.ZS,Mosquito net use by children (any mosquito net) (% of children under 5): Q1 (lowest)
SH.MLR.NETA.Q2.ZS,Mosquito net use by children (any mosquito net) (% of children under 5): Q2
SH.MLR.NETA.Q3.ZS,Mosquito net use by children (any mosquito net) (% of children under 5): Q3
SH.MLR.NETA.Q4.ZS,Mosquito net use by children (any mosquito net) (% of children under 5): Q4
SH.MLR.NETA.Q5.ZS,Mosquito net use by children (any mosquito net) (% of children under 5): Q5 (highest)
SH.MLR.NETH.Q1.ZS,Household posession of mosquito nets (any type of mosquito net) (% of households): Q1 (lowest)
SH.MLR.NETH.Q2.ZS,Household posession of mosquito nets (any type of mosquito net) (% of households): Q2
SH.MLR.NETH.Q3.ZS,Household posession of mosquito nets (any type of mosquito net) (% of households): Q3
SH.MLR.NETH.Q4.ZS,Household posession of mosquito nets (any type of mosquito net) (% of households): Q4
SH.MLR.NETH.Q5.ZS,Household posession of mosquito nets (any type of mosquito net) (% of households): Q5 (highest)
SH.MLR.NETP.Q1.ZS,Mosquito net use by pregnant women (any mosquito net) (% of pregnant women): Q1 (lowest)
SH.MLR.NETP.Q2.ZS,Mosquito net use by pregnant women (any mosquito net) (% of pregnant women): Q2
SH.MLR.NETP.Q3.ZS,Mosquito net use by pregnant women (any mosquito net) (% of pregnant women): Q3
SH.MLR.NETP.Q4.ZS,Mosquito net use by pregnant women (any mosquito net) (% of pregnant women): Q4
SH.MLR.NETP.Q5.ZS,Mosquito net use by pregnant women (any mosquito net) (% of pregnant women): Q5 (highest)
SH.MLR.NETS.Q2.ZS,Mosquito net use by children (insecticide-treated net) (% of children under 5): Q2
SH.MLR.NETS.Q3.ZS,Mosquito net use by children (insecticide-treated net) (% of children under 5): Q3
SH.MLR.NETS.Q4.ZS,Mosquito net use by children (insecticide-treated net) (% of children under 5): Q4
SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population)
SH.MLR.NTHI.Q1.ZS,Household posession of mosquito nets (insecticide-treated net) (% of households): Q1 (lowest)
SH.MLR.NTHI.Q2.ZS,Household posession of mosquito nets (insecticide-treated net) (% of households): Q2
SH.MLR.NTHI.Q3.ZS,Household posession of mosquito nets (insecticide-treated net) (% of households): Q3
SH.MLR.NTHI.Q4.ZS,Household posession of mosquito nets (insecticide-treated net) (% of households): Q4
SH.MLR.NTHI.Q5.ZS,Household posession of mosquito nets (insecticide-treated net) (% of households): Q5 (highest)
SH.MLR.NTPI.Q1.ZS,Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q1 (lowest)
SH.MLR.NTPI.Q2.ZS,Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q2
SH.MLR.NTPI.Q3.ZS,Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q3
SH.MLR.NTPI.Q4.ZS,Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q4
SH.MLR.NTPI.Q5.ZS,Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q5 (highest)
SH.MLR.PREG.Q1.ZS,Anti-malarial drug use by pregnant women (any antimalarial drug) (% of women with a birth): Q1 (lowest)
SH.MLR.PREG.Q2.ZS,Anti-malarial drug use by pregnant women (any antimalarial drug) (% of women with a birth): Q2
SH.MLR.PREG.Q3.ZS,Anti-malarial drug use by pregnant women (any antimalarial drug) (% of women with a birth): Q3
SH.MLR.PREG.Q4.ZS,Anti-malarial drug use by pregnant women (any antimalarial drug) (% of women with a birth): Q4
SH.MLR.PREG.Q5.ZS,Anti-malarial drug use by pregnant women (any antimalarial drug) (% of women with a birth): Q5 (highest)
SH.MLR.PREG.ZS,Use of preventive treatment for malaria (% of pregnant women)
SH.MLR.SPF2.ZS,"Use of Intermittent Preventive Treatment of malaria, 2+ doses of SP/Fansidar (% of pregnant women)"
SH.MLR.SPFN.Q1.ZS,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q1 (lowest)
SH.MLR.SPFN.Q2.ZS,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q2
SH.MLR.SPFN.Q3.ZS,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q3
SH.MLR.SPFN.Q4.ZS,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q4
SH.MLR.SPFN.Q5.ZS,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q5 (highest)
SH.MLR.TRET.Q1.ZS,Treatment of fever (% of children under 5 with fever): Q1 (lowest)
SH.MLR.TRET.Q2.ZS,Treatment of fever (% of children under 5 with fever): Q2
SH.MLR.TRET.Q3.ZS,Treatment of fever (% of children under 5 with fever): Q3
SH.MLR.TRET.Q4.ZS,Treatment of fever (% of children under 5 with fever): Q4
SH.MLR.TRET.Q5.ZS,Treatment of fever (% of children under 5 with fever): Q5 (highest)
SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever)
SH.PRG.ARTC.ZS,Antiretroviral therapy coverage (% of pregnant women living with HIV)
SH.PRV.SMOK.FE.Q1.ZS,Smoking (% of women): Q1 (lowest)
SH.PRV.SMOK.FE.Q2.ZS,Smoking (% of women): Q2
SH.PRV.SMOK.FE.Q3.ZS,Smoking (% of women): Q3
SH.PRV.SMOK.FE.Q4.ZS,Smoking (% of women): Q4
SH.PRV.SMOK.FE.Q5.ZS,Smoking (% of women): Q5 (highest)
SH.STA.ACSN,Improved sanitation facilities (% of population with access)
