"identifier","title","topic"
"MYS.POP.6064.NED.MA","population in thousand, 60-64, male, no education","Education"
"MYS.POP.6064.NED.MF","population in thousand, 60-64, total, no education","Education"
"MYS.POP.6064.PRI.FE","population in thousand, 60-64, female, primary","Education"
"MYS.POP.6064.PRI.MA","population in thousand, 60-64, male, primary","Education"
"MYS.POP.6064.PRI.MF","population in thousand, 60-64, total, primary","Education"
"MYS.POP.6064.SEC.FE","population in thousand, 60-64, female, secondary","Education"
"MYS.POP.6064.SEC.MA","population in thousand, 60-64, male, secondary","Education"
"MYS.POP.6064.SEC.MF","population in thousand, 60-64, total, secondary","Education"
"MYS.POP.6064.TER.FE","population in thousand, 60-64, female, tertiary","Education"
"MYS.POP.6064.TER.MA","population in thousand, 60-64, male, tertiary","Education"
"MYS.POP.6064.TER.MF","population in thousand, 60-64, total, tertiary","Education"
"MYS.POP.6569.NED.FE","population in thousand, 65-69, female, no education","Education"
"MYS.POP.6569.NED.MA","population in thousand, 65-69, male, no education","Education"
"MYS.POP.6569.NED.MF","population in thousand, 65-69, total, no education","Education"
"MYS.POP.6569.PRI.FE","population in thousand, 65-69, female, primary","Education"
"MYS.POP.6569.PRI.MA","population in thousand, 65-69, male, primary","Education"
"MYS.POP.6569.PRI.MF","population in thousand, 65-69, total, primary","Education"
"MYS.POP.6569.SEC.FE","population in thousand, 65-69, female, secondary","Education"
"MYS.POP.6569.SEC.MA","population in thousand, 65-69, male, secondary","Education"
"MYS.POP.6569.SEC.MF","population in thousand, 65-69, total, secondary","Education"
"MYS.POP.6569.TER.FE","population in thousand, 65-69, female, tertiary","Education"
"MYS.POP.6569.TER.MA","population in thousand, 65-69, male, tertiary","Education"
"MYS.POP.6569.TER.MF","population in thousand, 65-69, total, tertiary","Education"
"MYS.POP.65UP.NED.FE","population in thousand, 65+, female, no education","Education"
"MYS.POP.65UP.NED.MA","population in thousand, 65+, male, no education","Education"
"MYS.POP.65UP.NED.MF","population in thousand, 65+, total, no education","Education"
"MYS.POP.65UP.PRI.FE","population in thousand, 65+, female, primary","Education"
"MYS.POP.65UP.PRI.MA","population in thousand, 65+, male, primary","Education"
"MYS.POP.65UP.PRI.MF","population in thousand, 65+, total, primary","Education"
"MYS.POP.65UP.SEC.FE","population in thousand, 65+, female, secondary","Education"
"MYS.POP.65UP.SEC.MA","population in thousand, 65+, male, secondary","Education"
"MYS.POP.65UP.SEC.MF","population in thousand, 65+, total, secondary","Education"
"MYS.POP.65UP.TER.FE","population in thousand, 65+, female, tertiary","Education"
"MYS.POP.65UP.TER.MA","population in thousand, 65+, male, tertiary","Education"
"MYS.POP.65UP.TER.MF","population in thousand, 65+, total, tertiary","Education"
"MYS.POP.7074.NED.FE","population in thousand, 70-74, female, no education","Education"
"MYS.POP.7074.NED.MA","population in thousand, 70-74, male, no education","Education"
"MYS.POP.7074.NED.MF","population in thousand, 70-74, total, no education","Education"
"MYS.POP.7074.PRI.FE","population in thousand, 70-74, female, primary","Education"
"MYS.POP.7074.PRI.MA","population in thousand, 70-74, male, primary","Education"
"MYS.POP.7074.PRI.MF","population in thousand, 70-74, total, primary","Education"
"MYS.POP.7074.SEC.FE","population in thousand, 70-74, female, secondary","Education"
"MYS.POP.7074.SEC.MA","population in thousand, 70-74, male, secondary","Education"
"MYS.POP.7074.SEC.MF","population in thousand, 70-74, total, secondary","Education"
"MYS.POP.7074.TER.FE","population in thousand, 70-74, female, tertiary","Education"
"MYS.POP.7074.TER.MA","population in thousand, 70-74, male, tertiary","Education"
"MYS.POP.7074.TER.MF","population in thousand, 70-74, total, tertiary","Education"
"MYS.POP.7579.NED.FE","population in thousand, 75-79, female, no education","Education"
"MYS.POP.7579.NED.MA","population in thousand, 75-79, male, no education","Education"
"MYS.POP.7579.NED.MF","population in thousand, 75-79, total, no education","Education"
"MYS.POP.7579.PRI.FE","population in thousand, 75-79, female, primary","Education"
"MYS.POP.7579.PRI.MA","population in thousand, 75-79, male, primary","Education"
"MYS.POP.7579.PRI.MF","population in thousand, 75-79, total, primary","Education"
"MYS.POP.7579.SEC.FE","population in thousand, 75-79, female, secondary","Education"
"MYS.POP.7579.SEC.MA","population in thousand, 75-79, male, secondary","Education"
"MYS.POP.7579.SEC.MF","population in thousand, 75-79, total, secondary","Education"
"MYS.POP.7579.TER.FE","population in thousand, 75-79, female, tertiary","Education"
"MYS.POP.7579.TER.MA","population in thousand, 75-79, male, tertiary","Education"
"MYS.POP.7579.TER.MF","population in thousand, 75-79, total, tertiary","Education"
"MYS.POP.80UP.NED.FE","population in thousand, 80+, female, no education","Education"
"MYS.POP.80UP.NED.MA","population in thousand, 80+, male, no education","Education"
"MYS.POP.80UP.NED.MF","population in thousand, 80+, total, no education","Education"
"MYS.POP.80UP.PRI.FE","population in thousand, 80+, female, primary","Education"
"MYS.POP.80UP.PRI.MA","population in thousand, 80+, male, primary","Education"
"MYS.POP.80UP.PRI.MF","population in thousand, 80+, total, primary","Education"
"MYS.POP.80UP.SEC.FE","population in thousand, 80+, female, secondary","Education"
"MYS.POP.80UP.SEC.MA","population in thousand, 80+, male, secondary","Education"
"MYS.POP.80UP.SEC.MF","population in thousand, 80+, total, secondary","Education"
"MYS.POP.80UP.TER.FE","population in thousand, 80+, female, tertiary","Education"
"MYS.POP.80UP.TER.MA","population in thousand, 80+, male, tertiary","Education"
"MYS.POP.80UP.TER.MF","population in thousand, 80+, total, tertiary","Education"
"MYS.PROP.1519.NED.FE","proportion, 15-19, female, no education","Education"
"MYS.PROP.1519.NED.MA","proportion, 15-19, male, no education","Education"
"MYS.PROP.1519.NED.MF","proportion, 15-19, total, no education","Education"
"MYS.PROP.1519.PRI.FE","proportion, 15-19, female, primary","Education"
"MYS.PROP.1519.PRI.MA","proportion, 15-19, male, primary","Education"
"MYS.PROP.1519.PRI.MF","proportion, 15-19, total, primary","Education"
"MYS.PROP.1519.SEC.FE","proportion, 15-19, female, secondary","Education"
"MYS.PROP.1519.SEC.MA","proportion, 15-19, male, secondary","Education"
"MYS.PROP.1519.SEC.MF","proportion, 15-19, total, secondary","Education"
"MYS.PROP.1544.NED.FE","proportion, 15-44, female, no education","Education"
"MYS.PROP.1544.NED.MA","proportion, 15-44, male, no education","Education"
"MYS.PROP.1544.NED.MF","proportion, 15-44, total, no education","Education"
"MYS.PROP.1544.PRI.FE","proportion, 15-44, female, primary","Education"
"MYS.PROP.1544.PRI.MA","proportion, 15-44, male, primary","Education"
"MYS.PROP.1544.PRI.MF","proportion, 15-44, total, primary","Education"
"MYS.PROP.1544.SEC.FE","proportion, 15-44, female, secondary","Education"
"MYS.PROP.1544.SEC.MA","proportion, 15-44, male, secondary","Education"
"MYS.PROP.1544.SEC.MF","proportion, 15-44, total, secondary","Education"
"MYS.PROP.1544.TER.FE","proportion, 15-44, female, tertiary","Education"
"MYS.PROP.1544.TER.MA","proportion, 15-44, male, tertiary","Education"
"MYS.PROP.1544.TER.MF","proportion, 15-44, total, tertiary","Education"
"MYS.PROP.1564.NED.FE","proportion, 15-64, female, no education","Education"
"MYS.PROP.1564.NED.MA","proportion, 15-64, male, no education","Education"
"MYS.PROP.1564.NED.MF","proportion, 15-64, total, no education","Education"
"MYS.PROP.1564.PRI.FE","proportion, 15-64, female, primary","Education"
"MYS.PROP.1564.PRI.MA","proportion, 15-64, male, primary","Education"
"MYS.PROP.1564.PRI.MF","proportion, 15-64, total, primary","Education"
"MYS.PROP.1564.SEC.FE","proportion, 15-64, female, secondary","Education"
"MYS.PROP.1564.SEC.MA","proportion, 15-64, male, secondary","Education"
"MYS.PROP.1564.SEC.MF","proportion, 15-64, total, secondary","Education"
"MYS.PROP.1564.TER.FE","proportion, 15-64, female, tertiary","Education"
"MYS.PROP.1564.TER.MA","proportion, 15-64, male, tertiary","Education"
"MYS.PROP.1564.TER.MF","proportion, 15-64, total, tertiary","Education"
"MYS.PROP.15UP.NED.FE","proportion, 15+, female, no education","Education"
"MYS.PROP.15UP.NED.MA","proportion, 15+, male, no education","Education"
"MYS.PROP.15UP.NED.MF","proportion, 15+, total, no education","Education"
"MYS.PROP.15UP.PRI.FE","proportion, 15+, female, primary","Education"
"MYS.PROP.15UP.PRI.MA","proportion, 15+, male, primary","Education"
"MYS.PROP.15UP.PRI.MF","proportion, 15+, total, primary","Education"
"MYS.PROP.15UP.SEC.FE","proportion, 15+, female, secondary","Education"
"MYS.PROP.15UP.SEC.MA","proportion, 15+, male, secondary","Education"
"MYS.PROP.15UP.SEC.MF","proportion, 15+, total, secondary","Education"
"MYS.PROP.15UP.TER.FE","proportion, 15+, female, tertiary","Education"
"MYS.PROP.15UP.TER.MA","proportion, 15+, male, tertiary","Education"
"MYS.PROP.15UP.TER.MF","proportion, 15+, total, tertiary","Education"
"MYS.PROP.2024.NED.FE","proportion, 20 - 24, female, no education","Education"
"MYS.PROP.2024.NED.MA","proportion, 20 - 24, male, no education","Education"
"MYS.PROP.2024.NED.MF","proportion, 20 - 24, total, no education","Education"
"MYS.PROP.2024.PRI.FE","proportion, 20 - 24, female, primary","Education"
"MYS.PROP.2024.PRI.MA","proportion, 20 - 24, male, primary","Education"
"MYS.PROP.2024.PRI.MF","proportion, 20 - 24, total, primary","Education"
"MYS.PROP.2024.SEC.FE","proportion, 20 - 24, female, secondary","Education"
"MYS.PROP.2024.SEC.MA","proportion, 20 - 24, male, secondary","Education"
"MYS.PROP.2024.SEC.MF","proportion, 20 - 24, total, secondary","Education"
"MYS.PROP.2024.TER.FE","proportion, 20 - 24, female, tertiary","Education"
"MYS.PROP.2024.TER.MA","proportion, 20 - 24, male, tertiary","Education"
"MYS.PROP.2024.TER.MF","proportion, 20 - 24, total, tertiary","Education"
"MYS.PROP.2529.NED.FE","proportion, 25 - 29, female, no education","Education"
"MYS.PROP.2529.NED.MA","proportion, 25 - 29, male, no education","Education"
"MYS.PROP.2529.NED.MF","proportion, 25 - 29, total, no education","Education"
"MYS.PROP.2529.PRI.FE","proportion, 25 - 29, female, primary","Education"
"MYS.PROP.2529.PRI.MA","proportion, 25 - 29, male, primary","Education"
"MYS.PROP.2529.PRI.MF","proportion, 25 - 29, total, primary","Education"
"MYS.PROP.2529.SEC.FE","proportion, 25 - 29, female, secondary","Education"
"MYS.PROP.2529.SEC.MA","proportion, 25 - 29, male, secondary","Education"
"MYS.PROP.2529.SEC.MF","proportion, 25 - 29, total, secondary","Education"
"MYS.PROP.2529.TER.FE","proportion, 25 - 29, female, tertiary","Education"
"MYS.PROP.2529.TER.MA","proportion, 25 - 29, male, tertiary","Education"
"MYS.PROP.2529.TER.MF","proportion, 25 - 29, total, tertiary","Education"
"MYS.PROP.25UP.NED.FE","proportion, 25+, female, no education","Education"
"MYS.PROP.25UP.NED.MA","proportion, 25+, male, no education","Education"
"MYS.PROP.25UP.NED.MF","proportion, 25+, total, no education","Education"
"MYS.PROP.25UP.PRI.FE","proportion, 25+, female, primary","Education"
"MYS.PROP.25UP.PRI.MA","proportion, 25+, male, primary","Education"
"MYS.PROP.25UP.PRI.MF","proportion, 25+, total, primary","Education"
"MYS.PROP.25UP.SEC.FE","proportion, 25+, female, secondary","Education"
"MYS.PROP.25UP.SEC.MA","proportion, 25+, male, secondary","Education"
"MYS.PROP.25UP.SEC.MF","proportion, 25+, total, secondary","Education"
"MYS.PROP.25UP.TER.FE","proportion, 25+, female, tertiary","Education"
"MYS.PROP.25UP.TER.MA","proportion, 25+, male, tertiary","Education"
"MYS.PROP.25UP.TER.MF","proportion, 25+, total, tertiary","Education"
"MYS.PROP.3034.NED.FE","proportion, 30 - 34, female, no education","Education"
"MYS.PROP.3034.NED.MA","proportion, 30 - 34, male, no education","Education"
"MYS.PROP.3034.NED.MF","proportion, 30 - 34, total, no education","Education"
"MYS.PROP.3034.PRI.FE","proportion, 30 - 34, female, primary","Education"
"MYS.PROP.3034.PRI.MA","proportion, 30 - 34, male, primary","Education"
"MYS.PROP.3034.PRI.MF","proportion, 30 - 34, total, primary","Education"
"MYS.PROP.3034.SEC.FE","proportion, 30 - 34, female, secondary","Education"
"MYS.PROP.3034.SEC.MA","proportion, 30 - 34, male, secondary","Education"
"MYS.PROP.3034.SEC.MF","proportion, 30 - 34, total, secondary","Education"
"MYS.PROP.3034.TER.FE","proportion, 30 - 34, female, tertiary","Education"
"MYS.PROP.3034.TER.MA","proportion, 30 - 34, male, tertiary","Education"
"MYS.PROP.3034.TER.MF","proportion, 30 - 34, total, tertiary","Education"
"MYS.PROP.3539.NED.FE","proportion, 35-39, female, no education","Education"
"MYS.PROP.3539.NED.MA","proportion, 35-39, male, no education","Education"
"MYS.PROP.3539.NED.MF","proportion, 35-39, total, no education","Education"
"MYS.PROP.3539.PRI.FE","proportion, 35-39, female, primary","Education"
"MYS.PROP.3539.PRI.MA","proportion, 35-39, male, primary","Education"
"MYS.PROP.3539.PRI.MF","proportion, 35-39, total, primary","Education"
"MYS.PROP.3539.SEC.FE","proportion, 35-39, female, secondary","Education"
"MYS.PROP.3539.SEC.MA","proportion, 35-39, male, secondary","Education"
"MYS.PROP.3539.SEC.MF","proportion, 35-39, total, secondary","Education"
"MYS.PROP.3539.TER.FE","proportion, 35-39, female, tertiary","Education"
"MYS.PROP.3539.TER.MA","proportion, 35-39, male, tertiary","Education"
"MYS.PROP.3539.TER.MF","proportion, 35-39, total, tertiary","Education"
"MYS.PROP.4044.NED.FE","proportion, 40-44, female, no education","Education"
"MYS.PROP.4044.NED.MA","proportion, 40-44, male, no education","Education"
"MYS.PROP.4044.NED.MF","proportion, 40-44, total, no education","Education"
"MYS.PROP.4044.PRI.FE","proportion, 40-44, female, primary","Education"
"MYS.PROP.4044.PRI.MA","proportion, 40-44, male, primary","Education"
"MYS.PROP.4044.PRI.MF","proportion, 40-44, total, primary","Education"
"MYS.PROP.4044.SEC.FE","proportion, 40-44, female, secondary","Education"
"MYS.PROP.4044.SEC.MA","proportion, 40-44, male, secondary","Education"
"MYS.PROP.4044.SEC.MF","proportion, 40-44, total, secondary","Education"
"MYS.PROP.4044.TER.FE","proportion, 40-44, female, tertiary","Education"
"MYS.PROP.4044.TER.MA","proportion, 40-44, male, tertiary","Education"
"MYS.PROP.4044.TER.MF","proportion, 40-44, total, tertiary","Education"
"MYS.PROP.4549.NED.FE","proportion, 45-49, female, no education","Education"
"MYS.PROP.4549.NED.MA","proportion, 45-49, male, no education","Education"
"MYS.PROP.4549.NED.MF","proportion, 45-49, total, no education","Education"
"MYS.PROP.4549.PRI.FE","proportion, 45-49, female, primary","Education"
"MYS.PROP.4549.PRI.MA","proportion, 45-49, male, primary","Education"
"MYS.PROP.4549.PRI.MF","proportion, 45-49, total, primary","Education"
"MYS.PROP.4549.SEC.FE","proportion, 45-49, female, secondary","Education"
"MYS.PROP.4549.SEC.MA","proportion, 45-49, male, secondary","Education"
"MYS.PROP.4549.SEC.MF","proportion, 45-49, total, secondary","Education"
"MYS.PROP.4549.TER.FE","proportion, 45-49, female, tertiary","Education"
"MYS.PROP.4549.TER.MA","proportion, 45-49, male, tertiary","Education"
"MYS.PROP.4549.TER.MF","proportion, 45-49, total, tertiary","Education"
"MYS.PROP.4564.NED.FE","proportion, 45-64, female, no education","Education"
"MYS.PROP.4564.NED.MA","proportion, 45-64, male, no education","Education"
"MYS.PROP.4564.NED.MF","proportion, 45-64, total, no education","Education"
"MYS.PROP.4564.PRI.FE","proportion, 45-64, female, primary","Education"
"MYS.PROP.4564.PRI.MA","proportion, 45-64, male, primary","Education"
"MYS.PROP.4564.PRI.MF","proportion, 45-64, total, primary","Education"
"MYS.PROP.4564.SEC.FE","proportion, 45-64, female, secondary","Education"
"MYS.PROP.4564.SEC.MA","proportion, 45-64, male, secondary","Education"
"MYS.PROP.4564.SEC.MF","proportion, 45-64, total, secondary","Education"
"MYS.PROP.4564.TER.FE","proportion, 45-64, female, tertiary","Education"
"MYS.PROP.4564.TER.MA","proportion, 45-64, male, tertiary","Education"
"MYS.PROP.4564.TER.MF","proportion, 45-64, total, tertiary","Education"
"MYS.PROP.5054.NED.FE","proportion, 50-54, female, no education","Education"
"MYS.PROP.5054.NED.MA","proportion, 50-54, male, no education","Education"
"MYS.PROP.5054.NED.MF","proportion, 50-54, total, no education","Education"
"MYS.PROP.5054.PRI.FE","proportion, 50-54, female, primary","Education"
"MYS.PROP.5054.PRI.MA","proportion, 50-54, male, primary","Education"
"MYS.PROP.5054.PRI.MF","proportion, 50-54, total, primary","Education"
"MYS.PROP.5054.SEC.FE","proportion, 50-54, female, secondary","Education"
"MYS.PROP.5054.SEC.MA","proportion, 50-54, male, secondary","Education"
"MYS.PROP.5054.SEC.MF","proportion, 50-54, total, secondary","Education"
"MYS.PROP.5054.TER.FE","proportion, 50-54, female, tertiary","Education"
"MYS.PROP.5054.TER.MA","proportion, 50-54, male, tertiary","Education"
"MYS.PROP.5054.TER.MF","proportion, 50-54, total, tertiary","Education"
"MYS.PROP.5559.NED.FE","proportion, 55-59, female, no education","Education"
"MYS.PROP.5559.NED.MA","proportion, 55-59, male, no education","Education"
"MYS.PROP.5559.NED.MF","proportion, 55-59, total, no education","Education"
"MYS.PROP.5559.PRI.FE","proportion, 55-59, female, primary","Education"
"MYS.PROP.5559.PRI.MA","proportion, 55-59, male, primary","Education"
"MYS.PROP.5559.PRI.MF","proportion, 55-59, total, primary","Education"
"MYS.PROP.5559.SEC.FE","proportion, 55-59, female, secondary","Education"
"MYS.PROP.5559.SEC.MA","proportion, 55-59, male, secondary","Education"
"MYS.PROP.5559.SEC.MF","proportion, 55-59, total, secondary","Education"
"MYS.PROP.5559.TER.FE","proportion, 55-59, female, tertiary","Education"
"MYS.PROP.5559.TER.MA","proportion, 55-59, male, tertiary","Education"
"MYS.PROP.5559.TER.MF","proportion, 55-59, total, tertiary","Education"
"MYS.PROP.6064.NED.FE","proportion, 60-64, female, no education","Education"
"MYS.PROP.6064.NED.MA","proportion, 60-64, male, no education","Education"
"MYS.PROP.6064.NED.MF","proportion, 60-64, total, no education","Education"
"MYS.PROP.6064.PRI.FE","proportion, 60-64, female, primary","Education"
"MYS.PROP.6064.PRI.MA","proportion, 60-64, male, primary","Education"
"MYS.PROP.6064.PRI.MF","proportion, 60-64, total, primary","Education"
"MYS.PROP.6064.SEC.FE","proportion, 60-64, female, secondary","Education"
"MYS.PROP.6064.SEC.MA","proportion, 60-64, male, secondary","Education"
"MYS.PROP.6064.SEC.MF","proportion, 60-64, total, secondary","Education"
"MYS.PROP.6064.TER.FE","proportion, 60-64, female, tertiary","Education"
"MYS.PROP.6064.TER.MA","proportion, 60-64, male, tertiary","Education"
"MYS.PROP.6064.TER.MF","proportion, 60-64, total, tertiary","Education"
"MYS.PROP.6569.NED.FE","proportion, 65-69, female, no education","Education"
"MYS.PROP.6569.NED.MA","proportion, 65-69, male, no education","Education"
"MYS.PROP.6569.NED.MF","proportion, 65-69, total, no education","Education"
"MYS.PROP.6569.PRI.FE","proportion, 65-69, female, primary","Education"
"MYS.PROP.6569.PRI.MA","proportion, 65-69, male, primary","Education"
"MYS.PROP.6569.PRI.MF","proportion, 65-69, total, primary","Education"
"MYS.PROP.6569.SEC.FE","proportion, 65-69, female, secondary","Education"
"MYS.PROP.6569.SEC.MA","proportion, 65-69, male, secondary","Education"
"MYS.PROP.6569.SEC.MF","proportion, 65-69, total, secondary","Education"
"MYS.PROP.6569.TER.FE","proportion, 65-69, female, tertiary","Education"
"MYS.PROP.6569.TER.MA","proportion, 65-69, male, tertiary","Education"
"MYS.PROP.6569.TER.MF","proportion, 65-69, total, tertiary","Education"
"MYS.PROP.65UP.NED.FE","proportion, 65+, female, no education","Education"
"MYS.PROP.65UP.NED.MA","proportion, 65+, male, no education","Education"
"MYS.PROP.65UP.NED.MF","proportion, 65+, total, no education","Education"
"MYS.PROP.65UP.PRI.FE","proportion, 65+, female, primary","Education"
"MYS.PROP.65UP.PRI.MA","proportion, 65+, male, primary","Education"
"MYS.PROP.65UP.PRI.MF","proportion, 65+, total, primary","Education"
"MYS.PROP.65UP.SEC.FE","proportion, 65+, female, secondary","Education"
"MYS.PROP.65UP.SEC.MA","proportion, 65+, male, secondary","Education"
"MYS.PROP.65UP.SEC.MF","proportion, 65+, total, secondary","Education"
"MYS.PROP.65UP.TER.FE","proportion, 65+, female, tertiary","Education"
"MYS.PROP.65UP.TER.MA","proportion, 65+, male, tertiary","Education"
"MYS.PROP.65UP.TER.MF","proportion, 65+, total, tertiary","Education"
"MYS.PROP.7074.NED.FE","proportion, 70-74, female, no education","Education"
"MYS.PROP.7074.NED.MA","proportion, 70-74, male, no education","Education"
"MYS.PROP.7074.NED.MF","proportion, 70-74, total, no education","Education"
"MYS.PROP.7074.PRI.FE","proportion, 70-74, female, primary","Education"
"MYS.PROP.7074.PRI.MA","proportion, 70-74, male, primary","Education"
"MYS.PROP.7074.PRI.MF","proportion, 70-74, total, primary","Education"
"MYS.PROP.7074.SEC.FE","proportion, 70-74, female, secondary","Education"
"MYS.PROP.7074.SEC.MA","proportion, 70-74, male, secondary","Education"
"MYS.PROP.7074.SEC.MF","proportion, 70-74, total, secondary","Education"
"MYS.PROP.7074.TER.FE","proportion, 70-74, female, tertiary","Education"
"MYS.PROP.7074.TER.MA","proportion, 70-74, male, tertiary","Education"
"MYS.PROP.7074.TER.MF","proportion, 70-74, total, tertiary","Education"
"MYS.PROP.7579.NED.FE","proportion, 75-79, female, no education","Education"
"MYS.PROP.7579.NED.MA","proportion, 75-79, male, no education","Education"
"MYS.PROP.7579.NED.MF","proportion, 75-79, total, no education","Education"
"MYS.PROP.7579.PRI.FE","proportion, 75-79, female, primary","Education"
"MYS.PROP.7579.PRI.MA","proportion, 75-79, male, primary","Education"
"MYS.PROP.7579.PRI.MF","proportion, 75-79, total, primary","Education"
"MYS.PROP.7579.SEC.FE","proportion, 75-79, female, secondary","Education"
"MYS.PROP.7579.SEC.MA","proportion, 75-79, male, secondary","Education"
"MYS.PROP.7579.SEC.MF","proportion, 75-79, total, secondary","Education"
"MYS.PROP.7579.TER.FE","proportion, 75-79, female, tertiary","Education"
"MYS.PROP.7579.TER.MA","proportion, 75-79, male, tertiary","Education"
"MYS.PROP.7579.TER.MF","proportion, 75-79, total, tertiary","Education"
"MYS.PROP.80UP.NED.FE","proportion, 80+, female, no education","Education"
"MYS.PROP.80UP.NED.MA","proportion, 80+, male, no education","Education"
"MYS.PROP.80UP.NED.MF","proportion, 80+, total, no education","Education"
"MYS.PROP.80UP.PRI.FE","proportion, 80+, female, primary","Education"
"MYS.PROP.80UP.PRI.MA","proportion, 80+, male, primary","Education"
"MYS.PROP.80UP.PRI.MF","proportion, 80+, total, primary","Education"
"MYS.PROP.80UP.SEC.FE","proportion, 80+, female, secondary","Education"
"MYS.PROP.80UP.SEC.MA","proportion, 80+, male, secondary","Education"
"MYS.PROP.80UP.SEC.MF","proportion, 80+, total, secondary","Education"
"MYS.PROP.80UP.TER.FE","proportion, 80+, female, tertiary","Education"
"MYS.PROP.80UP.TER.MA","proportion, 80+, male, tertiary","Education"
"MYS.PROP.80UP.TER.MF","proportion, 80+, total, tertiary","Education"
"SE.ADT.1524.LT.FE.ZS","Literacy rate, youth female (% of females ages 15-24)","Education"
"SE.ADT.1524.LT.MA.ZS","Literacy rate, youth male (% of males ages 15-24)","Education"
"SE.ADT.1524.LT.ZS","Literacy rate, youth total (% of people ages 15-24)","Education"
"SE.ADT.LITR.FE.ZS","Literacy rate, adult female (% of females ages 15 and above)","Education"
"SE.ADT.LITR.MA.ZS","Literacy rate, adult male (% of males ages 15 and above)","Education"
"SE.ADT.LITR.ZS","Literacy rate, adult total (% of people ages 15 and above)","Education"
"SE.COM.DURS","Duration of education, compulsory","Education"
"SE.ENR.PRIM.FM.ZS","Ratio of female to male primary enrollment (%)","Education"
"SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary and secondary education (%)","Education"
"SE.ENR.SECO.FM.ZS","Ratio of female to male secondary enrollment (%)","Education"
"SE.ENR.TERT.FM.ZS","Ratio of female to male tertiary enrollment (%)","Education"
"SE.PRE.ENRL","Enrolment in pre-primary. Public and private. All programmes. Total","Education"
"SE.PRE.ENRL.FE","Enrolment in pre-primary. Public and private. All programmes. Female","Education"
"SE.PRE.ENRL.FE.ZS","Percentage of female students. Pre-primary","Education"
"SE.PRE.ENRL.TC.ZS","Pupil-teacher ratio. Pre-primary","Education"
"SE.PRE.ENRR","School enrollment, preprimary (% gross)","Education"
"SE.PRE.ENRR.FE","School enrollment, preprimary, female (% gross)","Education"
"SE.PRE.ENRR.MA","School enrollment, preprimary, male (% gross)","Education"
"SE.PRE.NENR","Net enrolment rate. Pre-primary. Total","Education"
"SE.PRE.NENR.FE","Net enrolment rate. Pre-primary. Female","Education"
"SE.PRE.NENR.MA","Net enrolment rate. Pre-primary. Male","Education"
"SE.PRE.PRIV.ZS","Percentage of private enrolment. Pre-primary.","Education"
"SE.PRE.TCHR","Teaching staff in pre-primary. Public and private. Full and part-time. All programmes. Total","Education"
"SE.PRE.TCHR.FE","Teaching staff in pre-primary. Public and private. Full and part-time. All programmes. Female","Education"
"SE.PRE.TCHR.FE.ZS","Percentage female teachers. Pre-primary","Education"
"SE.PRM.AGES","Primary school starting age (years)","Education"
"SE.PRM.CMPL.FE.ZS","Gross primary graduation ratio, female","Education"
"SE.PRM.CMPL.MA.ZS","Gross primary graduation ratio, male","Education"
"SE.PRM.CMPL.ZS","Gross primary graduation ratio, total","Education"
"SE.PRM.CMPT.FE.ZS","Primary completion rate, female (% of relevant age group)","Education"
"SE.PRM.CMPT.MA.ZS","Primary completion rate, male (% of relevant age group)","Education"
"SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)","Education"
"SE.PRM.DROP.FE.ZS","Drop-out rate (%), primary, female","Education"
"SE.PRM.DROP.MA.ZS","Drop-out rate (%), primary, male","Education"
"SE.PRM.DROP.ZS","Drop-out rate (%), primary","Education"
"SE.PRM.DURS","Primary education, duration (years)","Education"
"SE.PRM.ENRL","Primary education, pupils","Education"
"SE.PRM.ENRL.FE","Student enrollment, primary, female","Education"
"SE.PRM.ENRL.FE.ZS","Primary education, pupils (% female)","Education"
"SE.PRM.ENRL.TC.ZS","Pupil-teacher ratio, primary","Education"
"SE.PRM.ENRR","School enrollment, primary (% gross)","Education"
"SE.PRM.ENRR.FE","School enrollment, primary, female (% gross)","Education"
"SE.PRM.ENRR.MA","School enrollment, primary, male (% gross)","Education"
"SE.PRM.EPCR.FE.ZS","Expected primary completion rate, female (% of population at theoretical entrance age)","Education"
"SE.PRM.EPCR.MA.ZS","Expected primary completion rate, male (% of population at theoretical entrance age)","Education"
"SE.PRM.EPCR.ZS","Expected primary completion rate (% of population at theoretical entrance age)","Education"
"SE.PRM.GINT.FE.ZS","Gross intake ratio in first grade of primary education, female (% of relevant age group)","Education"
"SE.PRM.GINT.MA.ZS","Gross intake ratio in first grade of primary education, male (% of relevant age group)","Education"
"SE.PRM.GINT.ZS","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Education"
"SE.PRM.NENR","School enrollment, primary (% net)","Education"
"SE.PRM.NENR.FE","School enrollment, primary, female (% net)","Education"
"SE.PRM.NENR.MA","School enrollment, primary, male (% net)","Education"
"SE.PRM.NINT.FE.ZS","Net intake rate in grade 1, female (% of official school-age population)","Education"
"SE.PRM.NINT.MA.ZS","Net intake rate in grade 1, male (% of official school-age population)","Education"
"SE.PRM.NINT.ZS","Net intake rate in grade 1 (% of official school-age population)","Education"
"SE.PRM.PRIV.ZS","School enrollment, primary, private (% of total primary)","Education"
"SE.PRM.PRS5.FE.ZS","Persistence to grade 5, female (% of cohort)","Education"
"SE.PRM.PRS5.MA.ZS","Persistence to grade 5, male (% of cohort)","Education"
"SE.PRM.PRS5.ZS","Persistence to grade 5, total (% of cohort)","Education"
